Year,State,Commodity,Mode,Commodity Group,Trade Type,Trade Value,Shipwt Metric Ton,Shipwt Pound
2017,Texas-Mexico Trade,Sugars and Sugar Confectionery,Other,16 - 24  Foodstuffs,Export,488766,0,0
2019,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Vessel,90 - 97  Miscellaneous,Import,197355,8.735,19257.3936
2015,Texas-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Import,148422454,41554.401,91611847.21
2021,Texas-Mexico Trade,Preparations of Fish and Meat,Truck,16 - 24  Foodstuffs,Export,286690584,0,0
2021,Texas-Mexico Trade,Organic Chemicals,Truck,28 - 38  Chemicals & Allied Industries,Import,306238861,57773.694,127369296.6
2017,Texas-Mexico Trade,Pharmaceutical Products,Other,28 - 38  Chemicals & Allied Industries,Import,64973,0.004,8.8184
2013,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Rail,50 - 63  Textiles,Export,2103482,0,0
2016,Texas-Mexico Trade,Preparations of Cereals and Flour,Vessel,16 - 24  Foodstuffs,Import,7712,1.766,3893.3667
2021,Texas-Mexico Trade,Essential Oils and Resinoids,Rail,28 - 38  Chemicals & Allied Industries,Export,2526457,0,0
2013,Texas-Mexico Trade,Other Made up Textile Articles,Truck,50 - 63  Textiles,Import,469601176,84745.885,186832847.6
2013,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Rail,86 - 89  Transportation,Export,18356261,0,0
2013,Texas-Mexico Trade,Articles of Leather and Handbags,Other,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,376201,0,0
2020,Texas-Mexico Trade,Cereals,Rail,06 - 15  Vegetable Products,Import,1215616,3514.54,7748240.71
2019,Texas-Mexico Trade,Locomotives and Traffic Signals,Vessel,86 - 89  Transportation,Import,85061,16.554,36495.3525
2016,Texas-Mexico Trade,Measuring and Testing Instruments,Vessel,90 - 97  Miscellaneous,Export,4295108,29.067,64081.8165
2013,Texas-Mexico Trade,Articles of Iron and Steel,Vessel,72 - 83  Metals,Export,55256891,7146.411,15755152.21
2016,Texas-Mexico Trade,Preparations of Fish and Meat,Vessel,16 - 24  Foodstuffs,Import,193970,77.982,171921.0215
2015,Texas-Mexico Trade,Computer-Related Machinery and Parts,Foreign Trade Zones,84 - 85  Machinery / Electrical,Import,478947681,23451.722,51702239.02
2015,Texas-Mexico Trade,Articles of Leather and Handbags,Air,"41 - 43  Raw Hides, Skins, Leather, & Furs",Import,93816,3.626,7993.9669
2016,Texas-Mexico Trade,Lead and Articles,Other,72 - 83  Metals,Export,86924,0,0
2023,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Other,90 - 97  Miscellaneous,Import,1447385,69.753,153779.1659
2019,Texas-Mexico Trade,Tanning or Dyeing Extracts,Air,28 - 38  Chemicals & Allied Industries,Export,407766,26.173,57701.6332
2019,Texas-Mexico Trade,Raw Hides and Skins,Vessel,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,958620,485.723,1070836.787
2021,Texas-Mexico Trade,Miscellaneous Chemical Products,Other,28 - 38  Chemicals & Allied Industries,Export,5334378,0,0
2020,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Truck,50 - 63  Textiles,Export,67254827,0,0
2021,Texas-Mexico Trade,Food Residues and Waste,Rail,16 - 24  Foodstuffs,Export,1189066782,0,0
2013,Texas-Mexico Trade,Plastics and Articles,Air,39 - 40  Plastics / Rubbers,Import,821113,65.994,145491.9812
2015,Texas-Mexico Trade,Silk,Truck,50 - 63  Textiles,Export,160934,0,0
2023,Texas-Mexico Trade,Silk,Truck,50 - 63  Textiles,Import,1873150,23.465,51731.5113
2019,Texas-Mexico Trade,Man-made Staple Fibers,Other,50 - 63  Textiles,Export,7756,0,0
2017,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Other,86 - 89  Transportation,Export,375422,0,0
2018,Texas-Mexico Trade,Impregnated Fabrics,Rail,50 - 63  Textiles,Export,167731,0,0
2013,Texas-Mexico Trade,Paper and Paperboard,Vessel,44 - 49  Wood & Wood Products,Export,274736,300.359,662178.7857
2016,Texas-Mexico Trade,Tools of Base Metal,Rail,72 - 83  Metals,Import,5586398,2533.061,5584448.137
2016,Texas-Mexico Trade,Fertilizers,Vessel,28 - 38  Chemicals & Allied Industries,Export,766356,2213.35,4879605.46
2016,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Truck,16 - 24  Foodstuffs,Export,266331037,0,0
2022,Texas-Mexico Trade,Musical Instruments and Parts,Air,90 - 97  Miscellaneous,Export,62203,1.132,2495.6344
2013,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,28 - 38  Chemicals & Allied Industries,Export,22532697,0,0
2022,Texas-Mexico Trade,Coffee; Tea and Spices,Truck,06 - 15  Vegetable Products,Export,52058734,0,0
2013,Texas-Mexico Trade,Headgear,Air,64 - 67  Footwear / Headgear,Import,2431,0.159,350.5351
2015,Texas-Mexico Trade,Copper and Articles,Rail,72 - 83  Metals,Export,673444,0,0
2022,Texas-Mexico Trade,Miscellaneous Chemical Products,Vessel,28 - 38  Chemicals & Allied Industries,Export,149794612,61002.062,134486635.6
2024,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Other,25 - 27  Mineral Products,Export,59282,0,0
2021,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,68 - 71  Stone / Glass,Import,39976,0.02,44.0923
2018,Texas-Mexico Trade,Vehicles Other than Railway,Truck,86 - 89  Transportation,Import,35737327115,5043549.468,11119132321
2017,Texas-Mexico Trade,Works of Art and Antiques,Air,90 - 97  Miscellaneous,Import,12221404,37.74,83202.5247
2018,Texas-Mexico Trade,Aluminum and Articles,Other,72 - 83  Metals,Import,6962,0.001,2.2046
2014,Texas-Mexico Trade,Plastics and Articles,Vessel,39 - 40  Plastics / Rubbers,Export,24671439,15741.559,34704225.38
2017,Texas-Mexico Trade,Sugars and Sugar Confectionery,Rail,16 - 24  Foodstuffs,Export,443760908,0,0
2014,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,90 - 97  Miscellaneous,Import,88535107,10895.588,24020679.37
2019,Texas-Mexico Trade,Meat and Edible Offal,Vessel,01 - 05  Animal & Animal Products,Export,59494,62.155,137028.4308
2021,Texas-Mexico Trade,Essential Oils and Resinoids,Other,28 - 38  Chemicals & Allied Industries,Export,1380401,0,0
2017,Texas-Mexico Trade,Malts; Starches and Inulin,Truck,06 - 15  Vegetable Products,Export,67262706,0,0
2013,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Other,50 - 63  Textiles,Export,187217,0,0
2017,Texas-Mexico Trade,Pharmaceutical Products,Rail,28 - 38  Chemicals & Allied Industries,Import,9894495,8314.12,18329511.98
2020,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Vessel,84 - 85  Machinery / Electrical,Import,17075375,526.416,1160549.565
2014,Texas-Mexico Trade,Paper and Paperboard,Foreign Trade Zones,44 - 49  Wood & Wood Products,Import,21501,0.035,77.1618
2015,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Truck,06 - 15  Vegetable Products,Import,19299163,10361.483,22843178.45
2020,Texas-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Rail,16 - 24  Foodstuffs,Export,26831851,0,0
2015,Texas-Mexico Trade,Printed Books,Rail,44 - 49  Wood & Wood Products,Import,744118,326.483,719772.3945
2023,Texas-Mexico Trade,Paper and Paperboard,Vessel,44 - 49  Wood & Wood Products,Import,6350167,11022.886,24301323.66
2018,Texas-Mexico Trade,Coffee; Tea and Spices,Vessel,06 - 15  Vegetable Products,Import,20402567,7531.773,16604730.68
2019,Texas-Mexico Trade,Essential Oils and Resinoids,Rail,28 - 38  Chemicals & Allied Industries,Export,5257141,0,0
2022,Texas-Mexico Trade,Cereals,Vessel,06 - 15  Vegetable Products,Export,145704392,397381.386,876076707.7
2017,Texas-Mexico Trade,Glass,Rail,68 - 71  Stone / Glass,Import,46935204,26396.249,58193815.15
2018,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Rail,16 - 24  Foodstuffs,Import,2433612944,2949035.262,6501515155
2021,Texas-Mexico Trade,Aluminum and Articles,Vessel,72 - 83  Metals,Import,16705548,3388.306,7469942.15
2019,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Vessel,72 - 83  Metals,Export,66788,1.957,4314.4497
2023,Texas-Mexico Trade,Ores; Slag and Ash,Truck,25 - 27  Mineral Products,Export,24992216,0,0
2015,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Air,50 - 63  Textiles,Export,14599,3.474,7658.8651
2013,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Truck,16 - 24  Foodstuffs,Import,414843126,137096.632,302246582.8
2021,Texas-Mexico Trade,Iron and Steel,Truck,72 - 83  Metals,Import,1390732367,981928.797,2164784205
2019,Texas-Mexico Trade,Preparations of Cereals and Flour,Rail,16 - 24  Foodstuffs,Export,13058711,0,0
2014,Texas-Mexico Trade,Musical Instruments and Parts,Rail,90 - 97  Miscellaneous,Export,10500,0,0
2022,Texas-Mexico Trade,Printed Books,Vessel,44 - 49  Wood & Wood Products,Export,447931,15.035,33146.528
2022,Texas-Mexico Trade,Man-made Filaments,Air,50 - 63  Textiles,Export,35400,0.144,317.4659
2016,Texas-Mexico Trade,Aluminum and Articles,Other,72 - 83  Metals,Export,1396569,0,0
2017,Texas-Mexico Trade,Tin and Articles,Air,72 - 83  Metals,Export,26357,0.279,615.0901
2021,Texas-Mexico Trade,Dairy Products,Rail,01 - 05  Animal & Animal Products,Export,7120973,0,0
2014,Texas-Mexico Trade,Food Residues and Waste,Air,16 - 24  Foodstuffs,Export,63760,33.468,73784.3699
2013,Texas-Mexico Trade,Knitted or Crocheted Apparel,Rail,50 - 63  Textiles,Import,2869955,334.162,736701.7049
2020,Texas-Mexico Trade,Tools of Base Metal,Air,72 - 83  Metals,Import,498462,4.862,10718.883
2018,Texas-Mexico Trade,Headgear,Air,64 - 67  Footwear / Headgear,Import,1603,0.027,59.5248
2020,Texas-Mexico Trade,Tanning or Dyeing Extracts,Truck,28 - 38  Chemicals & Allied Industries,Export,1192394588,0,0
2019,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,86 - 89  Transportation,Import,438590359,2416.087,5326564.396
2017,Texas-Mexico Trade,Plastics and Articles,Other,39 - 40  Plastics / Rubbers,Export,13698603,0,0
2023,Texas-Mexico Trade,Copper and Articles,Air,72 - 83  Metals,Export,167807,4.251,9371.8575
2016,Texas-Mexico Trade,Glass,Air,68 - 71  Stone / Glass,Import,3825,0.093,205.03
2013,Texas-Mexico Trade,Man-made Staple Fibers,Rail,50 - 63  Textiles,Export,9017997,0,0
2022,Texas-Mexico Trade,Raw Hides and Skins,Other,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,262522,0,0
2021,Texas-Mexico Trade,Wood and Articles,Rail,44 - 49  Wood & Wood Products,Import,4185223,11363.574,25052412.74
2021,Texas-Mexico Trade,Silk,Truck,50 - 63  Textiles,Export,24811,0,0
2016,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,25 - 27  Mineral Products,Import,6265756487,25543976.42,56314874197
2013,Texas-Mexico Trade,Cork and Articles,Air,44 - 49  Wood & Wood Products,Export,40663,6.456,14233.0552
2020,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Import,302774,8.4,18518.8444
2013,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Vessel,50 - 63  Textiles,Export,62636,12.808,28236.8295
2021,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,28 - 38  Chemicals & Allied Industries,Import,306406,73.625,162315.4728
2016,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Other,25 - 27  Mineral Products,Export,3446721,0,0
2014,Texas-Mexico Trade,Live Animals,Air,01 - 05  Animal & Animal Products,Import,3840,0.085,187.393
2016,Texas-Mexico Trade,Locomotives and Traffic Signals,Rail,86 - 89  Transportation,Export,457946226,0,0
2014,Texas-Mexico Trade,Iron and Steel,Rail,72 - 83  Metals,Export,1298265124,0,0
2015,Texas-Mexico Trade,Vehicles Other than Railway,Truck,86 - 89  Transportation,Import,28526294014,3797807.19,8372738474
2024,Texas-Mexico Trade,Dairy Products,Rail,01 - 05  Animal & Animal Products,Import,9983753,13830.537,30491139.61
2017,Texas-Mexico Trade,Plastics and Articles,Vessel,39 - 40  Plastics / Rubbers,Import,2645916,1469.374,3239417.801
2017,Texas-Mexico Trade,Fertilizers,Vessel,28 - 38  Chemicals & Allied Industries,Export,108017,58.168,128238.5931
2023,Texas-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Import,128943992,27291.117,60166662.99
2019,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,25 - 27  Mineral Products,Import,72530955,4842623.202,10676165368
2018,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Rail,50 - 63  Textiles,Import,4185972,1487.389,3279134.111
2019,Texas-Mexico Trade,Copper and Articles,Truck,72 - 83  Metals,Import,401046138,67875.289,149639519.7
2023,Texas-Mexico Trade,Footwear,Other,64 - 67  Footwear / Headgear,Import,5435,0.315,694.4565
2015,Texas-Mexico Trade,Lead and Articles,Truck,72 - 83  Metals,Import,69835922,65456.463,144306916.8
2016,Texas-Mexico Trade,Special Classification Provisions,Air,98 - 99  Service,Export,132650,26.53,58488.6857
2024,Texas-Mexico Trade,Toys; Games and Sport Equipment,Rail,90 - 97  Miscellaneous,Import,84170740,17268.906,38071451.88
2018,Texas-Mexico Trade,Cereals,Truck,06 - 15  Vegetable Products,Export,167995646,0,0
2015,Texas-Mexico Trade,Cotton,Other,50 - 63  Textiles,Export,117398,0,0
2018,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Other,16 - 24  Foodstuffs,Export,170134,0,0
2019,Texas-Mexico Trade,Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Export,275170,7.558,16662.5504
2018,Texas-Mexico Trade,Miscellaneous Chemical Products,Rail,28 - 38  Chemicals & Allied Industries,Import,58240210,46350.724,102185938
2024,Texas-Mexico Trade,Ores; Slag and Ash,Truck,25 - 27  Mineral Products,Import,24658392,6985.011,15399325.82
2018,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,25 - 27  Mineral Products,Import,67232617,3925719.718,8654737557
2017,Texas-Mexico Trade,Man-made Staple Fibers,Rail,50 - 63  Textiles,Export,7730851,0,0
2015,Texas-Mexico Trade,Clocks; Watches and Parts,Air,90 - 97  Miscellaneous,Export,15541471,165.033,363835.7789
2013,Texas-Mexico Trade,Measuring and Testing Instruments,Air,90 - 97  Miscellaneous,Export,49185158,343.035,756263.3291
2021,Texas-Mexico Trade,Glass,Air,68 - 71  Stone / Glass,Import,984165,75.086,165536.4282
2016,Texas-Mexico Trade,Plastics and Articles,Vessel,39 - 40  Plastics / Rubbers,Import,2056887,383.824,846187.7616
2018,Texas-Mexico Trade,Miscellaneous Edible Preparations,Other,16 - 24  Foodstuffs,Export,1066757,0,0
2014,Texas-Mexico Trade,Paper and Paperboard,Truck,44 - 49  Wood & Wood Products,Export,2142789125,0,0
2024,Texas-Mexico Trade,Copper and Articles,Other,72 - 83  Metals,Export,28514122,0,0
2017,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Other,25 - 27  Mineral Products,Export,18693016,0,0
2022,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,06 - 15  Vegetable Products,Export,1889006,4116,9074234.113
2015,Texas-Mexico Trade,Straw and Basketware,Rail,44 - 49  Wood & Wood Products,Export,11459,0,0
2015,Texas-Mexico Trade,Fertilizers,Truck,28 - 38  Chemicals & Allied Industries,Import,18675940,18352.844,40461128.06
2016,Texas-Mexico Trade,Impregnated Fabrics,Other,50 - 63  Textiles,Export,173767,0,0
2017,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Import,665494,15.362,33867.4398
2014,Texas-Mexico Trade,Special Woven Fabrics,Air,50 - 63  Textiles,Import,43893,1.16,2557.3641
2024,Texas-Mexico Trade,Computer-Related Machinery and Parts,Other,84 - 85  Machinery / Electrical,Export,186035326,0,0
2018,Texas-Mexico Trade,Man-made Filaments,Air,50 - 63  Textiles,Export,13860,4.645,10240.4803
2016,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,90 - 97  Miscellaneous,Export,60397,3.032,6684.4212
2020,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Truck,06 - 15  Vegetable Products,Export,171755721,0,0
2016,Texas-Mexico Trade,Miscellaneous Edible Preparations,Rail,16 - 24  Foodstuffs,Export,34964160,0,0
2013,Texas-Mexico Trade,Fish and Crustaceans,Rail,01 - 05  Animal & Animal Products,Export,31176,0,0
2016,Texas-Mexico Trade,Other Made up Textile Articles,Vessel,50 - 63  Textiles,Export,322309,99.864,220162.6125
2022,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Other,72 - 83  Metals,Import,33410,0.865,1906.9999
2020,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Air,50 - 63  Textiles,Export,41245,0.456,1005.3085
2014,Texas-Mexico Trade,Tin and Articles,Rail,72 - 83  Metals,Export,69899,0,0
2017,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,28 - 38  Chemicals & Allied Industries,Import,3106,0.041,90.3896
2024,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Rail,68 - 71  Stone / Glass,Import,11262003,12302.243,27121825.34
2013,Texas-Mexico Trade,Dairy Products,Truck,01 - 05  Animal & Animal Products,Export,1050171222,0,0
2024,Texas-Mexico Trade,Organic Chemicals,Rail,28 - 38  Chemicals & Allied Industries,Import,42771798,18266.101,40269892.32
2016,Texas-Mexico Trade,Paper and Paperboard,Vessel,44 - 49  Wood & Wood Products,Export,111665,66.516,146642.7975
2017,Texas-Mexico Trade,Locomotives and Traffic Signals,Air,86 - 89  Transportation,Import,19167,0.904,1992.9803
2013,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,28 - 38  Chemicals & Allied Industries,Export,386165830,0,0
2023,Texas-Mexico Trade,Tanning or Dyeing Extracts,Air,28 - 38  Chemicals & Allied Industries,Import,918185,2.132,4700.2589
2023,Texas-Mexico Trade,Photographic Goods,Truck,28 - 38  Chemicals & Allied Industries,Import,12711970,688.976,1518933.313
2023,Texas-Mexico Trade,Printed Books,Vessel,44 - 49  Wood & Wood Products,Export,5716,4.853,10699.0423
2022,Texas-Mexico Trade,Tobacco and Manufactured Tobacco,Vessel,16 - 24  Foodstuffs,Export,35915,4.273,9420.36
2023,Texas-Mexico Trade,Products of Animal Origin,Truck,01 - 05  Animal & Animal Products,Export,224022687,0,0
2022,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,28 - 38  Chemicals & Allied Industries,Export,220815,9.479,20897.6341
2022,Texas-Mexico Trade,Animal or Vegetable Fats and Oils,Rail,06 - 15  Vegetable Products,Export,413935261,0,0
2013,Texas-Mexico Trade,Impregnated Fabrics,Rail,50 - 63  Textiles,Export,1031110,0,0
2022,Texas-Mexico Trade,Works of Art and Antiques,Air,90 - 97  Miscellaneous,Import,1619934,6.109,13468.0494
2015,Texas-Mexico Trade,Special Woven Fabrics,Truck,50 - 63  Textiles,Export,130730039,0,0
2013,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Pipeline,25 - 27  Mineral Products,Import,3559080964,6757213.318,14897117493
2024,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Vessel,86 - 89  Transportation,Import,11291263,15.058,33197.2342
2019,Texas-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Import,128260461,37722.384,83163688.95
2015,Texas-Mexico Trade,Products of Animal Origin,Rail,01 - 05  Animal & Animal Products,Export,2319419,0,0
2020,Texas-Mexico Trade,Feathers and Down,Other,64 - 67  Footwear / Headgear,Export,11950,0,0
2013,Texas-Mexico Trade,Ships and Boats,Truck,86 - 89  Transportation,Export,23349519,0,0
2020,Texas-Mexico Trade,Vehicles Other than Railway,Air,86 - 89  Transportation,Export,18044733,1400.467,3087503.744
2015,Texas-Mexico Trade,Zinc and Articles,Truck,72 - 83  Metals,Export,61898040,0,0
2013,Texas-Mexico Trade,Preparations of Cereals and Flour,Truck,16 - 24  Foodstuffs,Export,285140660,0,0
2024,Texas-Mexico Trade,Arms and Ammunition and Parts,Truck,90 - 97  Miscellaneous,Export,28656853,0,0
2024,Texas-Mexico Trade,Articles of Leather and Handbags,Rail,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,3324,0,0
2016,Texas-Mexico Trade,Miscellaneous Chemical Products,Vessel,28 - 38  Chemicals & Allied Industries,Export,25182449,27883.772,61473244.68
2018,Texas-Mexico Trade,Articles of Leather and Handbags,Vessel,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,110754,4.875,10747.5436
2024,Texas-Mexico Trade,Plastics and Articles,Other,39 - 40  Plastics / Rubbers,Export,11869968,0,0
2013,Texas-Mexico Trade,Tools of Base Metal,Vessel,72 - 83  Metals,Import,208652,14.822,32676.9428
2018,Texas-Mexico Trade,Other Made up Textile Articles,Vessel,50 - 63  Textiles,Import,902,0.007,15.4323
2019,Texas-Mexico Trade,Articles of Leather and Handbags,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,174832484,0,0
